Location,Individual,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
3_Indonesia,N3,-0.0722696,0.0113184,0.274574,-0.387954,-0.0650021,0.0405343,-0.176001,0.148239,0.298256,-0.198015,-0.109943,-0.43298,0.0109316,0.190762,0.314396,0.0280983,-0.415439,-0.0190507,-0.0940235,-0.0097071
3_Indonesia,N4,-0.124392,0.14932,0.101167,-0.197431,0.238093,0.169906,0.128101,-0.0177269,-0.224863,0.0604591,0.0605509,-0.00974726,-0.108337,-0.0267434,-0.100764,-0.0641066,-0.200463,-0.217532,-0.0596264,-0.324819
3_Indonesia,N5,-0.166919,-0.0289561,-0.0171133,-0.228931,0.399943,0.3441,0.0342653,0.0720697,0.148293,0.404128,0.0818614,0.386968,0.285127,0.0502468,0.135324,-0.00457292,-0.076923,0.171668,0.0889185,0.202243
3_Indonesia,N6,-0.10885,0.142365,0.0774034,-0.0763756,-0.4243,-0.218145,-0.10504,0.179742,0.176996,0.272877,0.0321516,0.0766823,0.163162,-0.426776,-0.403466,0.127328,-0.202429,0.190644,0.0746203,-0.197756
3_Indonesia,N7,-0.120564,0.10157,0.066492,-0.130442,-0.236975,-0.102746,0.0657804,0.0348765,-0.152557,0.276654,0.0090266,-0.206995,0.0692522,-0.0155122,0.204115,-0.122131,0.412282,-0.151926,-0.258811,0.394319
2_Philippines,P1,-0.118879,0.111502,0.0241936,0.137505,-0.0888526,-0.0651978,0.0914277,-0.136954,-0.13327,0.110003,-0.056111,0.156968,-0.0431766,0.224084,-0.015301,0.187217,-0.088354,-0.351213,-0.4119,-0.333
2_Philippines,P10,-0.11614,0.150138,0.119826,-0.0871047,0.0373987,-0.0557117,0.0081348,0.0415454,-0.168127,-0.00858225,0.0608992,0.218027,0.0722034,0.0909237,0.0515711,0.245509,0.149204,-0.0993129,0.174876,-0.0865329
2_Philippines,P14,-0.117078,0.11345,0.0649093,-0.015784,-0.0349871,-0.256734,0.110684,-0.047487,-0.537697,-0.345309,0.139981,0.0495152,0.178931,-0.151213,0.161033,-0.222665,-0.255912,0.121729,0.297033,0.180371
2_Philippines,P16,-0.115457,0.110572,7.04248E-05,0.317465,-0.0140195,-0.0407603,-0.0497934,-0.0741725,0.110054,0.225617,0.0625589,-0.109604,-0.511527,0.228297,-0.00422801,0.193643,-0.175948,0.259356,0.257883,0.253551
2_Philippines,P18,-0.125495,0.0366161,-0.048289,0.403945,-0.118362,-0.0192994,-0.0790377,-0.10514,0.385878,0.0161196,-0.156106,0.0935836,0.280232,-0.109572,0.246812,-0.472552,-0.00436391,-0.194666,0.0278574,-0.0517121
2_Philippines,P20,-0.183286,-0.261501,-0.11985,0.117671,-0.0205749,-0.0812559,-0.0568429,-0.0237602,0.0144713,-0.328679,-0.0361009,0.335468,-0.00187273,0.104609,-0.191186,0.0700983,-0.239721,0.156425,-0.502424,0.339244
2_Philippines,P22,-0.200353,-0.207027,-0.177325,-0.149578,0.124247,0.162059,0.126822,-0.0563123,-0.0789135,0.0203693,-0.0811812,-0.427496,-0.000837188,-0.315077,-0.30631,0.0109934,0.162225,0.0762577,-0.169874,0.130838
2_Philippines,P24,-0.202635,-0.227829,-0.22959,0.233904,0.227635,0.0694338,0.0596982,-0.139214,-0.0397383,0.024116,0.0438352,-0.234034,-0.128235,-0.108621,0.0383115,-0.22836,-0.0862932,0.0925415,0.0848729,-0.337238
2_Philippines,P3,-0.0193784,0.498336,0.334659,0.125104,0.194096,0.25032,-0.0157497,-0.0813894,0.182198,-0.396128,-0.19047,0.0312554,-0.0914991,-0.100095,-0.271888,-0.0328063,0.291368,0.0502922,0.0210636,0.0824512
2_Philippines,P6,-0.117901,0.119009,0.0406122,0.113121,-0.107475,-0.100213,0.030352,-0.00241198,-0.0900197,0.226655,0.125069,-0.0581789,-0.227282,0.129088,0.0840347,-0.0788537,0.0887324,-0.0200547,0.00718792,0.0593957
