Location,Individual,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
3_Indonesia,N3,0.0790616,0.0183472,-0.00352333,0.446914,-0.0336848,-0.265731,0.128035,0.233411,-0.0438766,-0.0191052,-0.50877,0.39872,-0.102575,-0.326277,-0.132811,0.0684958,-0.0432351,-0.148414,0.00590186,0.130655
3_Indonesia,N5,0.0702774,-0.886448,0.383366,0.013317,0.0618479,0.10228,-0.00174121,0.0148106,0.00230591,0.0157735,0.00340416,-0.0109694,0.0381206,-0.0157585,0.022407,-0.0376239,0.0103858,-0.011215,-0.0118637,0.00124731
3_Indonesia,N6,-0.0753309,-0.0614292,-0.0999873,0.110242,-0.197304,-0.164463,-0.244041,-0.176651,-0.427683,-0.523692,0.0979608,-0.202725,-0.422404,-0.0199775,-0.114781,-0.108579,-0.0560775,0.105795,0.177674,-0.0317452
3_Indonesia,N7,-0.0820242,-0.0208839,-0.0407884,0.0516048,-0.0251184,-0.10123,-0.0249471,-0.0558674,-0.191109,0.290487,-0.0682925,-0.337037,-0.072313,0.0394255,0.10644,0.700957,-0.114152,-0.233215,-0.0473561,-0.232806
2_Philippines,P1,-0.0730467,-0.00620543,-0.15684,-0.065971,-0.0507924,-0.101592,-0.137379,-0.000904046,-0.159967,0.146567,0.00616845,-0.253879,0.458151,-0.430231,0.0783094,-0.178648,-0.338788,0.270463,-0.186566,0.0474022
2_Philippines,P10,-0.0838322,-0.0402477,-0.155451,-0.0981681,-0.127997,-0.106334,0.0113987,0.00283426,0.0670746,0.118914,0.020291,-0.0548091,0.0972831,-0.248542,-0.193083,-0.103751,0.122073,0.130145,0.157464,-0.0360406
2_Philippines,P14,0.512567,0.0727583,0.0361999,-0.349802,-0.615227,0.125571,0.287752,0.160195,-0.161303,-0.0800968,-0.0171712,0.0488387,0.0669587,0.0622275,0.0931679,0.010128,0.0141687,-0.0852278,-0.037095,-0.00323952
2_Philippines,P16,-0.0802102,-0.00781741,-0.184743,-0.0160974,0.0694273,-0.104155,-0.181339,-0.256657,-0.247204,0.016055,-0.0190145,0.203225,0.268076,0.0853413,0.424099,-0.202824,0.379299,-0.482242,-0.00404887,-0.0394115
2_Philippines,P18,-0.0276347,-0.0113471,-0.254771,-0.201881,0.152166,0.30506,-0.435466,0.65758,0.0268979,0.0368438,-0.187582,-0.118648,-0.140029,0.0661838,-0.0259435,-0.0492554,0.152481,-0.0399908,0.0219831,0.00474412
2_Philippines,P20,-0.0428209,-0.0996197,-0.293973,-0.239851,0.400475,-0.345076,0.532276,0.24019,0.0738224,-0.241064,0.276059,-0.0371305,-0.0412406,0.0169854,-0.0197205,-0.0180973,-0.0812908,-0.145602,-0.0279128,-0.0650069
2_Philippines,P22,0.668895,0.162751,0.146967,-0.156677,0.453116,-0.189114,-0.246165,-0.237634,-0.0141669,0.183573,0.00126773,-0.00526425,-0.135481,-0.0286993,-0.114115,-0.034305,-0.0308958,0.070037,0.0737558,0.0303588
2_Philippines,P24,0.0154212,-0.0305912,-0.349441,0.0205405,0.208384,0.670084,0.269969,-0.385993,-0.0505653,-0.0699088,-0.22401,0.0906363,-0.0206707,-0.0770463,-0.100112,0.0222706,-0.11703,0.0467406,0.114078,-0.0599153
2_Philippines,P3,-0.105848,-0.0603668,-0.122593,-0.200967,-0.258969,-0.154005,-0.140025,-0.277078,0.687876,0.0295129,-0.184255,-0.0486736,-0.290212,-0.0225153,0.120954,-0.132409,-0.162079,-0.159616,-0.043026,-0.0217058
2_Philippines,P6,-0.088078,-0.100911,-0.195264,-0.153654,-0.0729093,-0.172151,-0.183731,-0.0970245,0.0765834,-0.0959723,0.0360437,0.439676,0.248372,0.314671,-0.175867,0.409065,0.136618,0.428287,0.0114658,0.119914
